I_D,TSEVENT_ID,YEAR,MONTH,DAY,DOUBTFUL,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DISTANCE_FROM_SOURCE,TRAVEL_TIME_HOURS,TRAVEL_TIME_MINUTES,WATER_HT,HORIZONTAL_INUNDATION,TYPE_MEASUREMENT_ID,PERIOD,FIRST_MOTION,DEATHS,DEATHS_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION
16351,151,1509,6,17,,CHINA,,WUSONG,"313,683","1,214,928",84,15,,,,,1,,,,,,,,,,,,
16350,151,1509,6,17,,CHINA,,NANXIANG,"312,947","1,212,983",84,30,,,,,1,,,,,,,,,,,,
89,152,1509,9,14,,TURKEY,,ISTANBUL (CONSTANTINOPLE),"41,019","28,965",50,77,,,,,1,,,,,,,,,,,,
90,154,1510,9,21,,JAPAN,OSAKA,NANIWA (OSAKA),34.7,135.5,85,14,,,,,1,,,,,,,,,,,,
10410,156,1510,10,10,?,JAPAN,SHIZUOKA,TOTOMI-NADA,34.6,138.2,85,56,,,,,1,,,,,,,,,,,,
26403,157,1511,3,26,,ITALY,,TRIESTE,45.65,13.77,50,66,,,,,1,,,,,,,,,,,,
10924,157,1511,3,26,,ITALY,,GULF OF VENICE,45.5,12.5,50,106,,,,,1,,,,,,,,,,,,
19408,158,1512,10,,?,JAPAN,TOKUSHIMA,SHIKOKU ISLAND,"34,067","134,567",85,,,,,,1,,,3700,4,,,,,,,,
25522,159,1519,9,24,,SOUTH KOREA,,CHUNGCHONG PROVINCE,36.3,126.5,84,45,,,,,1,,,,,,,,,,,,
91,160,1520,4,4,,JAPAN,WAKAYAMA,SOUTH COAST OF KII PENINSULA,33.5,135.8,85,48,,,,,1,,,,,,,,1,,,,2
92,163,1530,9,1,,VENEZUELA,,CUMANA,"10,483",-64.2,74,26,,,6,,1,,,,,,,,1,,,,
94,163,1530,9,1,,VENEZUELA,,PARIA,"10,627","-62,167",74,211,,,7.3,,1,,,,,,,,,,,,
93,163,1530,9,1,,VENEZUELA,,ISLA CUBAGUA,"10,817","-64,183",74,16,,,6,,1,,,,,,,,,,,,
96,165,1531,1,26,,PORTUGAL,,LISBON,"3,868,333","-931,666",73,19,,,,,1,,,,,,,,1,,,,
15740,3575,1531,1,,,CHINA,,"GUICHI, ANHUI PROVINCE","30,658","117,483",84,5,,,,,7,,,,,,,,,,,,
10925,166,1534,,,,ISRAEL,,PALESTINE,,,50,,,,,,1,,,,,,,,,,,,
28178,167,1537,,,,MEXICO,,COAST OF MEXICO,,,88,,,,,,1,,,,,,,,,,,,
10926,3120,1538,9,26,,ITALY,,POZZUOLI,,,50,,,,,,1,,,,,,,,,,,,
97,168,1539,11,24,,HONDURAS,,CABO DE HIGUERAS,"16,017","-86,033",74,264,,,,,1,,,,,,,,,,,,
7642,169,1541,12,25,,VENEZUELA,,NUEVA CADIZ,"10,817","-64,183",74,3,,,,,1,,,,,,,,2,,,,
18940,5404,1542,12,10,,ITALY,SICILY,AUGUSTA,"372,167","152,167",50,18,,,,,1,,,,,,,,,,,,
99,170,1543,,,,VENEZUELA,,CUMANA,"10,483",-64.2,74,26,,,,,1,,,,,,,,1,,,,
7643,170,1543,,,,VENEZUELA,,PUNTA DE ARAYA,"10,633",-64.3,74,23,,,,,1,,,,,,,,1,,,,
28206,171,1545,2,7,,JAPAN,,"IZU PENINSULA, HONSHU",34.8,139,85,0,,,,,1,,,,,,,,,,,,
10927,173,1546,1,14,,ISRAEL,,GAZA - JAFFA,31.5,"34,467",50,112,,,,,1,,,,3,,,,,,,,
25329,174,1556,10,21,,SOUTH KOREA,,"ISAN,  CHUNGCHONG","368,797","1,266,169",84,56,,,,,1,,,,,,,,,,,,
25328,174,1556,10,21,,SOUTH KOREA,,"ANSAN,  CHUNGCHONG","368,741","1,262,116",84,23,,,,,1,,,,,,,,,,,,
19454,176,1562,7,25,,JAPAN,,YATSUSHIRO,"32,517","130,567",85,4,,,,,1,,,,,,,,,,,,
19455,176,1562,7,25,,JAPAN,,HIGO,32.5,130.6,85,0,,,,,1,,,,,,,,,,,,
10928,3121,1562,10,20,,ITALY,,REGGIO DI CALABRIA,38.1,15.65,50,267,,,,,1,,,,,,,,,,,,
100,178,1562,10,28,,CHILE,CONCEPCION,OLD CONCEPCION,"-36,733","-72,983",89,223,,,,,1,,,,3,,,,3,,,,
10929,3122,1564,7,20,,FRANCE,,VALLEY OF THE RIVER LA VESUBIE,,,50,,,,,,1,,,,,,,,,,,,
101,179,1570,2,8,,CHILE,CONCEPCION,OLD CONCEPCION,"-36,733","-72,983",89,2,,,,,1,,F,2000,4,,,,3,,,,
10411,181,1571,5,20,?,JAPAN,WAKAYAMA,TAKADA,37.12,138.24,85,,,,,,1,,,,,,,,,,,,
102,182,1571,11,1,,NETHERLANDS,,HOLLAND,,,73,,,,,,1,,,,,,,,,,,,
103,185,1575,12,16,,CHILE,CONCEPCION,OLD CONCEPCION,"-36,733","-72,983",89,342,,,,,1,,,,,,,,,,,,
104,185,1575,12,16,,CHILE,VALDIVIA,VALDIVIA,-39.8,"-73,233",89,3,,,,,1,,,100,2,,,,2,,,,2
31657,185,1575,12,16,,CHILE,VALDIVIA,LAKE RINIUE,-39.8,-72.4,89,68,,,,,7,,,1200,4,,,,,,,,
16353,186,1580,1,,,NORTH KOREA,,KOGEN,"40,025","127,956",84,5,,,,,1,,,,,,,,,,,,
15644,187,1580,4,6,,FRANCE,,"CALAIS, FRANCE","50,957","1,852",73,39,,,,,1,,,,,,,,,,,,
15647,187,1580,4,6,,FRANCE,,"BOULOGNE, FRANCE","50,725","1,614",73,39,,,,,1,,,,,,,,,,,,
106,187,1580,4,6,,UK,,"SANDWICH, UNITED KINGDOM","51,283","1,333",73,29,,,,,1,,,,,,,,,,,,
105,187,1580,4,6,,UK,,"DOVER, UNITED KINGDOM","51,133","1,316",73,13,,,,,1,,,,,,,,,,,,
16218,3681,1582,1,22,,PERU,,CAMANA,"-16,623","-72,711",89,118,,,,,1,,,,,,,,,,,,
19006,5410,1584,3,17,,PERU,,CHINCHA,"-13,469",-76.19,89,255,,,,,1,,,,,,,,,,,,
10412,188,1585,6,11,,JAPAN,MIYAGI,"TOKURA VILLAGE, MOTOYOSHI COUNTY",38.8,141.5,85,,,,2,,1,,,,,,,,,,,,
7999,191,1586,1,18,,JAPAN,MIE,OMINATO (ISE),"34,517",136.75,85,54,,,,,1,,,,3,,,,2,,,,
8000,191,1586,1,18,,JAPAN,SHIGA,NAGAHAMA,"35,383","136,267",85,65,,,,,1,,,,3,,,,2,,,,
7997,191,1586,1,18,,JAPAN,MIE,NAGASHIMA,"35,083",136.7,85,13,,,,,1,,,,3,,,,2,,,,
7998,191,1586,1,18,,JAPAN,AICHI,TSUSHIMA,"35,167","136,717",85,20,,,,,1,,,,3,,,,2,,,,
113,194,1586,7,10,,PERU,,CALLAO,-12.05,-77.15,89,66,,,24,250,1,,,,,,,,1,,,,
29557,194,1586,7,10,,PERU,,TRUJILLO,"-8,112","-790,288",89,488,,,,,1,,,,,,,,,,,,
114,194,1586,7,10,,PERU,,LIMA,-12.1,-77.13,89,66,,,26,10000,1,,,,,,,,1,,,,
111,194,1586,7,10,,JAPAN,MIYAGI,MIYAGI (NE HONSHU),38.45,141.6,85,15175,,,2,,1,,,,,,,,,,,,
112,194,1586,7,10,,JAPAN,MIYAGI,SHIZUKAWA,38.72,141.45,85,15174,,,2.5,,1,,,,,,,,,,,,
10244,194,1586,7,10,,JAPAN,MIYAGI,TOKURA SANRIKU (MIYAGI PREFECTURE),,,85,,,,2.5,,1,,,,,,,,,,,,
16222,3686,1587,7,9,,PERU,,SECHURA,"-5,553",-80.82,89,45,,,,,1,,,,,,,,2,,,,
118,197,1589,3,21,,JAPAN,SHIZUOKA,TOTOMI,"34,967","138,383",85,25,,,,,1,,,,3,,,,3,,,,3
116,197,1589,3,21,,JAPAN,AICHI,MIKAWA,34.7,137.13,85,98,,,,,1,,,,3,,,,3,,3,,3
117,197,1589,3,21,,JAPAN,SHIZUOKA,SURUGA-WAN,34.83,138.58,85,35,,,,,1,,,,3,,,,3,,,,3
19010,198,1590,,,,PERU,,CAMANA,"-16,623","-72,711",89,67,,,,,1,,,,,,,,3,,3,,3
119,199,1591,7,26,,AZORES (PORTUGAL),,"ILHA DE SAO MIGUEL, AZORES",37.78,-25.5,73,0,,,,,1,,,,,,,,1,,,,
10930,3123,1594,,,,ITALY,CAMPANIA,BAY OF NAPLES,40.83,14.25,50,13,,,,,1,,,,,,,,,,,,
120,203,1596,9,4,,JAPAN,OITA,"URYU-JIMA ISLAND, BEPPU BAY",33.3,131.5,85,19,,,5,,1,,,708,3,,,,3,,,,3
122,203,1596,9,4,,JAPAN,OITA,SAGANOSEKI,"332,411","1,318,722",85,17,,,,,1,,,,,,,,1,,,80,1
123,204,1597,9,10,,JAPAN,OITA,"HISAMITSUJIMA ISLAND, BEPPU BAY",33.3,131.5,85,9,,,2,,1,,,40,1,,,,,,,,
10935,3124,1601,,,,,,HERACLEON,,,50,,,,,,1,,,,,,,,,,,,
10413,207,1602,2,8,,JAPAN,CHIBA,BOSO PENINSULA,34.9,139.85,85,63,,,,,1,,,,,,,,,,,,
124,207,1602,2,18,,JAPAN,CHIBA,"KAZUSA, AWA",35.1,140.4,85,9,,,,,1,,,,3,,,,,,,,
10414,209,1603,,,,JAPAN,MIE,KUMANONADA SEA,33.7,136.5,85,,,,2,,1,,,,,,,,,,,,
126,212,1604,11,24,,PERU,,CAMANA,"-16,623","-72,711",89,234,,,,2000,1,,,40,1,,,,1,,,,
125,212,1604,11,24,,CHILE,ARICA,ARICA,"-18,467","-70,333",89,92,,,,100,1,,,23,1,,,,2,,,,3
10678,212,1604,11,24,,PERU,,ILO,"-17,639","-71,338",89,50,,,3.5,2000,1,,,11,1,,,,1,,,,
128,212,1604,11,24,,PERU,,PISCO,-13.71,-76.22,89,731,,,,,1,,,,,,,,,,,,
127,212,1604,11,24,,CHILE,CONCEPCION,OLD CONCEPCION,"-36,733","-72,983",89,2106,,,5,300,1,,,,,,,,1,,,,
10677,212,1604,11,24,,PERU,,CALLAO,-12.05,-77.15,89,930,,,,,1,,,,,,,,,,,,
15704,3548,1604,12,29,,CHINA,,"QUANZHOU, FUJIAN PROVINCE","24,914","118,586",84,93,,,,,1,,,,,,,,,,,,
15705,3548,1604,12,29,,CHINA,,"SHAXIAN, FUJIAN PROVINCE","26,402","117,791",84,232,,,,,7,,,,,,,,,,,,
10415,2954,1605,2,3,,JAPAN,SHIZUOKA,ARAI,"346,833","1,375,667",85,157,,,,,1,,,,,,,,1,,,80,2
19476,2954,1605,2,3,,JAPAN,SHIZUOKA,NISHINA VILLAGE,"347,667","1,387,667",85,143,,,,1200,1,,,,,,,,,,,,
133,216,1605,2,3,,JAPAN,KANAGAWA,HIRO,"340,333","1,351,833",85,118,,,,,1,,,,,,,,2,,,700,3
135,216,1605,2,3,,JAPAN,KOCHI,SAKIHAMA,"333,833","1,342,167",85,77,,,10,,1,,,50,1,,,,,,,,
19612,216,1605,2,3,,JAPAN,,SUSAKI,"33,367","133,283",85,156,,,,,1,,,20,1,,,,,,,,
19477,2954,1605,2,3,,JAPAN,MIE,ISE BAY,34.75,136.75,85,213,,,,,1,,,,,,,,,,,,
19508,216,1605,2,3,,JAPAN,TOKUSHIMA,TOMOURA,"335,833","1,343,667",85,82,,,5,,1,,,100,2,,,,,,,,
19473,2954,1605,2,3,,JAPAN,MIE,ISE-SHIMA,"34,455",136.9,85,182,,,,,1,,,1001,4,,,,,,,,
19474,2954,1605,2,3,,JAPAN,CHIBA,BOSO,34.9,139.85,85,199,,,,,1,,,,,,,,1,,,,
139,2954,1605,2,3,,JAPAN,KANAGAWA,MIURA,35.14,"1,396,192",85,209,,,,,1,,,153,3,,,,,,,,
134,2954,1605,2,3,,JAPAN,TOKYO,HACHIJO ISLAND,33.1,139.77,85,126,,,,,1,,,57,2,,,,2,,,,3
138,216,1605,2,3,,JAPAN,TOKUSHIMA,SHISHIKUI,"33,567","134,317",85,83,,,6,,1,,,136,3,,,,,,,,
19507,216,1605,2,3,,JAPAN,WAKAYAMA,MISAKI,"33,433",135.75,85,93,,,,,1,,,153,3,,,,,,,,
131,216,1605,2,3,,JAPAN,KOCHI,KANNOURA,"33,533",134.3,85,81,,,6,,1,,,350,3,,,,,,,,
137,216,1605,2,3,,JAPAN,KOCHI,CAPE MUROTO,"332,833",134.15,85,77,,,10,,1,,,400,3,,,,,,,,
19475,216,1605,2,3,,JAPAN,KUMAMOTO,KYUSHU ISLAND,33,131,85,364,,,,,1,,,,1,,,,,,,,
132,216,1605,2,3,,JAPAN,TOKUSHIMA,AWA,34.06,134.6,85,121,,,7,,1,,,,,,,,,,,,
10416,219,1606,1,23,,JAPAN,TOKYO,HACHIJO ISLAND,33.1,139.77,85,135,,,,,1,,,,,,,,,,,,
30371,5570,1607,1,30,,UK,,LYMPSHAM,51.28,-2.96,73,30,,,,,1,,,,,,,,,,,,
30388,5570,1607,1,30,,UK,,KINGS LYNN,"52,755",.4,73,254,,,,,1,,,,,,,,,,,,
30373,5570,1607,1,30,,UK,,BANWELL,"51,325","-2,865",73,23,,,,,1,,,,,,,,,,,,
30374,5570,1607,1,30,,UK,,WESTON-SUPER-MARE,"51,345",-2.98,73,26,,,,,1,,,,,,,,,,,,
30375,5570,1607,1,30,,UK,,KEWSTOKE,"51,365",-2.96,73,23,,,,,1,,,,,,,,,,,,
30376,5570,1607,1,30,,UK,,PUXTON,"51,365","-2,854",73,18,,,,,1,,,,,,,,,,,,
30377,5570,1607,1,30,,UK,,YATTON,"51,386",-2.82,73,15,,,,,1,,,,,,,,,,,,
30378,5570,1607,1,30,,UK,,KINGSTON SEYMOUR,"51,395",-2.86,73,16,,,7.74,,1,,,,,,,,,,,,
30379,5570,1607,1,30,,UK,,CLEVEDON,51.44,-2.86,73,13,,,,,1,,,,,,,,,,,,
30380,5570,1607,1,30,,UK,,AVONMOUTH,51.5,-2.73,73,2,,,,,1,,,,,,,,,,,,
30370,5570,1607,1,30,,UK,,BERROW,"51,265",-3.01,73,34,,,,,1,,,,,,,,,,,,
30366,5570,1607,1,30,,UK,,BRIDGWATER,51.13,-3,73,46,,,,,1,,,,,,,,,,,,
30367,5570,1607,1,30,,UK,,GLASTONBURY,51.15,-2.72,73,39,,,,,1,,,,,,,,,,,,
30368,5570,1607,1,30,,UK,,HUNTSPILL,51.2,-3,73,39,,,,,1,,,,,,,,,,,,
30369,5570,1607,1,30,,UK,,BURNHAM-ON-SEA,51.24,-3,73,36,,,,,1,,,,,,,,,,,,
30381,5570,1607,1,30,,UK,,PETERSTONE,"51,515","-3,055",73,25,,,,,1,,,,,,,,,,,,
30382,5570,1607,1,30,,UK,,GOLDCLIFF,51.54,-2.92,73,16,,,7.14,,1,,,,,,,,,,,,
30383,5570,1607,1,30,,UK,,NASH,"51,548","-2,945",73,18,,,,,1,,,,,,,,,,,,
30384,5570,1607,1,30,,UK,,REDWICK,"51,552",-2.85,73,12,,,,,1,,,,,,,,,,,,
30385,5570,1607,1,30,,UK,,BREAN,51.3,-3.01,73,31,,,,,1,,,,,,,,,,,,
30386,5570,1607,1,30,,UK,,BARNSTAPLE,51.08,-4.06,73,106,,,,,1,,,500,3,,,,,,,,
30387,5570,1607,1,30,,UK,,WISBECH,"52,665",.15,73,234,,,,,1,,,,,,,,,,,,
30372,5570,1607,1,30,,UK,,UPHILL,51.32,-2.98,73,28,,,,,1,,,,,,,,,,,,
10514,222,1608,7,1,,INDONESIA,NORTH MALUKU,MAKIAN ISLAND,.33,127.43,83,54,,,,,1,,,,1,,,,,,,,
10936,3125,1609,4,,,GREECE,,ISLAND OF RHODES,"36,167",28,50,44,,,,,1,,,,,,,,,,,,
144,226,1611,12,2,,JAPAN,IWATE,YAMADA,"39,467",141.95,85,226,,,25,,1,,,,,,,,,,,,
140,226,1611,12,2,,JAPAN,HOKKAIDO,DATE DOMINION,"424,681","1,408,681",85,492,,,,,1,,,1783,4,,,,,,,,
141,226,1611,12,2,,JAPAN,AOMORI,TSUGORU PENINSULA,40.83,140.73,85,381,,,,,1,,,3000,4,,,,,,,,
142,226,1611,12,2,,JAPAN,IWATE,TARO,39.76,141.97,85,233,,,25,1200,1,,,,,,,,,,,,
19479,226,1611,12,2,,JAPAN,IWATE,MIYAKO,39.65,"141,983",85,228,,,9,,1,,,,,,,,,,,,
18959,226,1611,12,2,,JAPAN,MIYAGI,IWANUMA,38.13,140.87,85,330,,,7,4000,1,,,,1,,,,,,,,
19481,226,1611,12,2,,JAPAN,IWATE,RYORI,39.03,141.87,85,227,,,7,,1,,,,,,,,,,,,
19482,226,1611,12,2,,JAPAN,FUKUSHIMA,NAKAMURA,"37,817","140,983",85,334,,,6,,1,,,,,,,,,,,,
19480,226,1611,12,2,,JAPAN,IWATE,OKIRAI,"39,117","141,817",85,232,,,9,,1,,,,,,,,,,,,
19478,226,1611,12,2,,JAPAN,IWATE,KOYADORI,"39,427","142,015",85,219,,,25,,1,,,,,,,,,,,,
19279,226,1611,12,12,,JAPAN,MIYAGI,SENDAI,"38,267","141,033",85,312,,,,,1,,,,,,,,,,,,
145,2328,1612,11,8,,GREECE,,ISLAND OF CRETE,35.5,25.5,50,0,,,,,1,,,,,,,,,,,,
10937,3126,1613,8,25,,ITALY,,"NASO, MESSINA",38.15,14.78,50,4,,,,,1,,,,,,,,,,,,
146,228,1614,11,26,,JAPAN,NIIGATA,TAKADA,37.1,138.25,85,50,,,,,1,,,,3,,,,,,,,
25852,2289,1615,6,5,,UKRAINE,,FEODOSIYA,"45,033","35,383",40,17,,,,,1,,,,,,,,,,,,
10738,230,1615,9,16,,CHILE,ARICA,ARICA,-18.48,-70.33,89,3,,,,,1,,,,,,,,,,,,
147,231,1616,9,9,,JAPAN,IWATE,KAMAISHI,"39,267","141,883",85,130,,,,,1,,,,3,,,,,,,,
148,231,1616,9,9,,JAPAN,IWATE,OTSUCHI,39.35,"141,917",85,139,,,,,1,,,,3,,,,,,,,
149,231,1616,9,9,,JAPAN,IWATE,UNOSUMAI (KAMAISHI),"39,267","141,883",85,130,,,,,1,,,,3,,,,,,,,
152,233,1616,12,6,,JAPAN,IWATE,UNOSUMAI (KAMAISHI),"39,267","141,883",85,228,,,,,1,,,100,2,,,,,,,,
28207,233,1616,12,6,,JAPAN,,YOKKAICHIKO,"379,667",138.35,85,548,,,,,1,,,,,,,,,,,,
150,233,1616,12,6,,JAPAN,IWATE,KAMAISHI,"39,267","141,883",85,228,,,,,1,,,100,2,,,,,,,,
151,233,1616,12,6,,JAPAN,IWATE,OTSUCHI,39.35,"141,917",85,226,,,,,1,,,100,2,,,,,,,,
153,235,1619,5,1,,JAPAN,,MUGISHIMA,,,85,,,,,,1,,,,,,,,,,,,
154,236,1622,5,5,,GREECE,,ISLAND OF ZAKYNTHOS (ZAKINTHOS),37.79,20.9,50,23,,,,,1,,,,,,,,,,,,
10938,3127,1624,3,19,,ITALY,,DELTA OF THE PO,,,50,,,,,,1,,,,,,,,,,,,
10939,3128,1627,7,30,,ITALY,,GARGANO PENINSULA,,,50,,,,,,1,,,,,,,,,,,,
29947,238,1627,9,14,,PHILIPPINES,ILOCOS NORTE,BANGUI,18.52,120.7,84,96,,,,4000,1,,,,,,,,,,,,
16221,238,1627,9,14,,JAPAN,CHIBA,AWA,35.11,140.1,85,2604,,,,,1,,,,,,,,,,,,
155,238,1627,9,14,,PHILIPPINES,,"CAGAYAN, W. LUZON",18.3,121.8,84,24,,,,4800,1,,,,,,,,,,,,
16220,238,1627,9,14,,JAPAN,CHIBA,WADA,"35,033","140,833",85,2650,,,,,1,,,,,,,,,,,,
156,3789,1629,3,9,,GREECE,,KYTHIRA ISLAND,36.25,23,50,182,,,,,1,,,,,,,,,,,,
160,243,1629,8,1,,INDONESIA,MALUKU,"LONTOR, BANDA ISLANDS",-4.55,"129,867",83,7,,,4,,1,,,,,,,,1,,,,
157,243,1629,8,1,,INDONESIA,MALUKU,"BANDANAIRA (BANDA-NEIRA), BANDA IS.","-4,529",129.9,83,8,,,16,,1,,,,,,,,,,,,
159,243,1629,8,1,,INDONESIA,MALUKU,"FORT NASSAU, BANDA ISLAND","-4,529","129,898,889",83,8,,,16,,1,,,,,,,,2,,,,2
10940,3129,1631,12,17,,ITALY,CAMPANIA,BAY OF NAPLES,40.83,14.25,50,15,,,,,1,,,,,,,,,,,,
161,245,1633,3,1,,JAPAN,SHIZUOKA,ATAMI,"35,089","139,069",85,17,,,,,1,,,,,,,,2,,,,
28208,245,1633,3,1,,JAPAN,KANAGAWA,SAGAMI BAY,35.2,139.5,85,27,,,,,1,,,,,,,,,,,,
28209,245,1633,3,1,,JAPAN,SHIZUOKA,"IZU PENINSULA, HONSHU",34.8,139.06,85,46,,,,,1,,,,,,,,,,,,
162,246,1633,5,14,,CHILE,CHILOE,"FORT CARELMAPU, ISLA DE CHILOE","-417,497","-737,083",89,9,,,,,1,,,,1,,,,1,,,,1
16149,248,1633,11,5,,EGYPT,,NILE RIVER,31.2,"29,919",50,1084,,,,,1,,,,,,,,,,,,
163,248,1633,11,5,,GREECE,,ISLAND OF ZAKYNTHOS (ZAKINTHOS),37.79,20.9,50,23,,,,,1,,,,,,,,1,,,,
15706,3549,1634,3,,,CHINA,,"LUOTIAN, HUBEI PROVINCE","30,783","115,333",84,24,,,1,,7,,,,,,,,,,,,
25523,249,1636,7,31,,SOUTH KOREA,,PUSAN,35.1,129.04,84,1,,,,,1,,,,,,,,,,,,
26190,3130,1636,9,30,,GREECE,,"KEFALLONIA ISLAND, IONIAN ISLANDS",38.17,20.48,50,18,,,,,7,,,,,,,,,,,,
10942,3131,1638,3,27,,ITALY,,CALABRIA,,,50,,,,,,1,,,,,,,,,,,,
19483,253,1640,7,31,,JAPAN,HOKKAIDO,TOKACHI,42.3,"143,317",85,219,,,,,1,,,,,,,,,,,,
164,253,1640,7,31,,JAPAN,HOKKAIDO,HIDAKA,42.87,142.46,85,171,,,,,1,,,,3,,,,,,,,
165,253,1640,7,31,,JAPAN,SHIZUOKA,UCHIURA BAY,42.13,140.7,85,7,,,,,1,,,700,3,,,,1,,,20,1
16102,254,1640,9,16,,CHINA,,CHUOGANG,,,84,,,,,,1,,,,,,,,,,,,
16100,254,1640,9,16,,CHINA,,CHENGHAI,"23,467",116.75,84,58,,,,,1,,,,,,,,,,,,
25524,254,1640,9,16,,CHINA,,GUANGDONG (KWANGTUNG),"235,306","116,225",84,99,,,,,1,,,,,,,,,,,,
16101,254,1640,9,16,,CHINA,,CHIEYANG [JIEYANG],"23,533","116,333",84,90,,,,,1,,,,,,,,,,,,
167,255,1641,12,21,,AZORES (PORTUGAL),,"VELAS, ILHA DE SAO JORGE, AZORES",38.68,-28.22,73,33,,,,,1,,,,,,,,,,,,
10417,256,1642,9,4,,JAPAN,CHIBA,BOSO PENINSULA,34.9,139.85,85,76,,,,,1,,,,,,,,,,,,
25525,258,1643,7,25,,SOUTH KOREA,,KEISHODO,35.5,129.4,84,9,,,,,1,,,,,,,,,,,,
168,259,1644,10,18,,JAPAN,AKITA,KISAGATA,"392,167",139.9,85,27,,,,,1,,,117,3,,,,,,,,
16368,260,1645,11,30,,PHILIPPINES,,MANILA,"14,604","120,982",84,23,,,,,1,,,,,,,,,,,,
10944,3133,1646,4,5,,ITALY,TUSCANY,LIVORNO,43.55,10.31,50,1,,,,,1,,,,,,,,,,,,
169,262,1646,4,5,,TURKEY,,ISTANBUL (CONSTANTINOPLE),"41,019","28,965",50,3,,,,,1,,,,,,,,,,,,
171,263,1647,5,7,,PERU,,CALLAO,-12.05,-77.15,89,449,,,,,1,,,,,,,,1,,,,
170,263,1647,5,7,,CHILE,ARICA,ARICA,"-18,467","-70,333",89,596,,,,,1,,,14,1,,,,1,,,,
10945,3134,1649,1,,,ITALY,SICILY,"MESSINA, SICILY",38.18,"15,562",50,1,,,,,1,,,,,,,,1,,,,
172,268,1649,12,9,,SOUTH KOREA,,CHOLLA PROVINCE,35.5,126.5,84,45,,,,,1,,,,,,,,2,,,,
177,269,1650,9,29,,GREECE,,SIKINOS,,,50,,,,,,1,,,,,,,,,,,,
178,269,1650,9,29,,GREECE,,CRETE,35.5,25,50,107,,,,,1,,,,,,,,,,,,
179,269,1650,9,29,,GREECE,,KEA,37.65,24.33,50,168,,,,,1,,,,,,,,,,,,
173,269,1650,9,29,,GREECE,,"CYCLADES, SANTO",,,50,,,,,,1,,,,,,,,,,,,
174,269,1650,9,29,,GREECE,,IOS,36.73,25.27,50,38,,,16,,1,,,,,,,,,,,,
175,269,1650,9,29,,GREECE,,EAST COAST PATMOS,37.33,26.5,50,142,,,30,,1,,,,,,,,,,,,
176,269,1650,9,29,,GREECE,,WEST COAST PATMOS,37.33,26.5,50,142,,,30,,1,,,,,,,,,,,,
28436,273,1650,12,13,M,JAPAN,FUKUI,FUKUI,35.9,136,85,,,,,,1,,,,,,,,,,,,
19280,274,1651,,,,JAPAN,MIYAGI,WATARI,"38,035","1,408,511",85,,,,,,1,,,,,,,,,,,,
25344,278,1653,7,,,PHILIPPINES,,MINDORO ISLAND,13.1,121.5,84,11,,,,,1,,,,,,,,,,,,
183,281,1657,3,15,,CHILE,CONCEPCION,OLD CONCEPCION,"-36,733","-72,983",89,12,,,,,1,,,40,1,,,,3,,,,3
6799,282,1657,7,9,,CHILE,VALPARAISO,VALPARAISO,"-33,033","-71,633",89,101,,,,,1,,,,,,,,,,,,
10515,283,1657,12,,,INDONESIA,MALUKU,AMBON ISLAND,"-3,683","128,187",83,79,,,,,1,,,,,,,,,,,,
184,285,1659,11,11,,INDONESIA,MALUKU,AMBON BAY,"-3,683","128,187",83,375,,,1.5,,1,,,,,,,,,,,,
15707,288,1661,1,8,,TAIWAN,,TAINAN,22.99,120.16,84,6,,,,,1,,,,,,,,,,,,
10946,3135,1661,4,22,,ITALY,,GULF OF VENICE,45.5,12.5,50,,,,,,1,,,,,,,,,,,,
28210,291,1662,10,30,,JAPAN,SHIZUOKA,"IZU PENINSULA, HONSHU",34.8,139,85,737,,,,,1,,,,,,,,,,,,
185,291,1662,10,30,,JAPAN,KUMAMOTO,BEPPU,"33,284","131,493",85,182,,,1,,1,,,5,1,,,,1,,,,
19484,291,1662,10,30,,JAPAN,KUMAMOTO,KYUSHU ISLAND,33,131,85,172,,,,,1,,,,,,,,,,,1213,4
186,293,1664,,,,JAPAN,OKINAWA,RYUKYU ISLAND,27.8,128.2,85,7,,,,,1,,,,1,,,,1,,,,1
187,294,1666,5,31,,JAPAN,AICHI,HANDA,"348,833","1,369,333",85,18,,,,,1,,,,2,,,,,,,,
28211,294,1666,5,31,,JAPAN,,CHITA PENINSULA,34.7,136.97,85,37,,,,,1,,,,,,,,1,,,,
189,294,1666,5,31,,JAPAN,AICHI,SHINOJIMA,"346,758","137,004",85,41,,,,,1,,,,2,,,,,,,,
188,294,1666,5,31,,JAPAN,AICHI,HIMAKAJIMA,"34,705","137,005",85,38,,,,,1,,,,,,,,,,,,
16217,297,1667,4,6,,CROATIA,,MEZZO ISLAND,"42,693","17,947",50,16,,,,,1,,,,,,,,1,,,,
10947,297,1667,4,6,,CROATIA,,DUBROVNIK,"42,667","18,117",50,8,,,,,1,,,,,,,,,,,,
25878,297,1667,4,6,,ITALY,VENETO,VENICE,45.5,12.5,50,552,,,,,1,,,,,,,,,,,,
10948,298,1667,11,30,,TURKEY,,IZMIR [SMYRNA],"384,188","2,712,866",50,3,,,,,1,,,,,,,,,,,,
